377.1956495,5.57
382.20564950000005,5.58
387.2156495,5.58
392.2256495,5.58
397.2256495,5.590000000000001
402.2356495,5.590000000000001
407.24564949999996,5.590000000000001
412.2556495,5.6
417.2656495,5.6
422.27564950000004,5.6
427.2856495,5.6
432.29564949999997,5.61
437.29564949999997,5.61
442.3056495,5.61
447.3156495,5.62
452.3256495,5.62
457.3356495,5.62
462.34564950000004,5.62
467.3556495,5.63
472.35564949999997,5.63
477.36564949999996,5.63
482.3756495,5.64
487.3856495,5.64
492.3956495,5.64
497.4056495,5.64
502.4156495,5.6499999999999995
507.4256495,5.6499999999999995
512.4256495000001,5.6499999999999995
517.4356495,5.6499999999999995
522.4456495000001,5.66
527.4556495,5.66
532.4656494999999,5.66
537.4756495,5.66
542.4856495,5.66
547.4856495,5.67
552.4956495,5.67
557.5056495,5.67
562.5156495,5.67
567.5256495,5.68
572.5356495,5.68
577.5456495,5.68
582.5556495000001,5.68
587.5556495000001,5.68
592.5656495000001,5.6899999999999995
597.5756494999999,5.6899999999999995
602.5856495,5.6899999999999995
607.5956495,5.6899999999999995
612.6056494999999,5.6899999999999995
617.6156495,5.7
622.6156495,5.7
627.6256495,5.7
632.6356495,5.7
637.6456495,5.7
642.6556495,5.7
647.6656495000001,5.71
652.6756495,5.71
657.6856495,5.71
662.6856495,5.71
667.6956495000001,5.71
672.7056495,5.71
677.7156494999999,5.720000000000001
682.7256495,5.720000000000001
687.7356495,5.720000000000001
692.7456494999999,5.720000000000001
697.7456494999999,5.720000000000001
702.7556495,5.720000000000001
707.7656495,5.720000000000001
712.7756495000001,5.7299999999999995
717.7856495,5.7299999999999995
722.7956495,5.7299999999999995
727.8056495000001,5.7299999999999995
732.8156495,5.7299999999999995
737.8156495,5.7299999999999995
742.8256494999999,5.7299999999999995
747.8356495,5.7299999999999995
752.8456495,5.74
757.8556494999999,5.74
762.8656495,5.74
767.8756495,5.74
772.8756495,5.74
777.8856495,5.74
782.8956495,5.74
787.9056495,5.74
792.9156495000001,5.74
797.9256495,5.75
802.9356495,5.75
807.9456495000001,5.75
812.9456495000001,5.75
817.9556494999999,5.75
822.9656494999999,5.75
827.9756495,5.75
832.9856495,5.75
837.9956495,5.75
843.0056495,5.75
848.0056495,5.760000000000001
853.0156495,5.760000000000001
858.0256495000001,5.760000000000001
863.0356495,5.760000000000001
868.0456495,5.760000000000001
873.0556495000001,5.760000000000001
878.0656495,5.760000000000001
883.0756494999999,5.760000000000001
888.0756494999999,5.760000000000001
893.0856495,5.760000000000001
898.0956495,5.760000000000001
903.1056495,5.760000000000001
908.1156495,5.760000000000001
913.1256495,5.77
918.1356495,5.77
923.1456495,5.77
928.1456495,5.77
933.1556495,5.77
938.1656495000001,5.77
